id,topic,level,gt_status,label,filtered_label,variant,in_D1,in_D2,residual
80,Bit manipulation,Medium,Time Limit Exceeded,3,3,reference1,True,True,False
81,Bit manipulation,Medium,Wrong Answer,3,3,reference1,True,True,True
82,Bit manipulation,Medium,Wrong Answer,1,1,reference1,False,False,False
83,Bit manipulation,Medium,Wrong Answer,1,1,reference1,False,False,False
84,Bit manipulation,Medium,Wrong Answer,1,1,reference1,False,False,False
85,Bit manipulation,Medium,Runtime Error,1,1,reference1,False,False,False
86,Bit manipulation,Medium,Accepted,1,1,reference1,False,False,False
87,Bit manipulation,Medium,Runtime Error,1,1,reference1,False,False,False
88,Bit manipulation,Medium,Wrong Answer,1,1,reference1,False,False,False
89,Bit manipulation,Medium,Runtime Error,1,1,reference1,False,False,False
90,Bit manipulation,Medium,Wrong Answer,1,1,reference1,False,False,False
91,Bit manipulation,Hard,Accepted,1,1,reference1,False,False,False
92,Bit manipulation,Hard,Runtime Error,1,1,reference1,False,False,False
93,Bit manipulation,Hard,Runtime Error,1,1,reference1,False,False,False
94,Bit manipulation,Hard,Wrong Answer,1,1,reference1,False,False,False
95,Bit manipulation,Hard,Runtime Error,1,1,reference1,False,False,False
96,Bit manipulation,Hard,Time Limit Exceeded,2,2,reference1,True,True,True
97,Bit manipulation,Hard,Runtime Error,1,1,reference1,False,False,False
98,Bit manipulation,Hard,Runtime Error,1,1,reference1,False,False,False
99,Bit manipulation,Hard,Runtime Error,1,1,reference1,False,False,False
100,Bit manipulation,Hard,Runtime Error,1,1,reference1,False,False,False
101,Tree,Easy,Runtime Error,1,1,reference1,False,False,False
102,Tree,Easy,Wrong Answer,1,1,reference1,False,False,False
103,Tree,Easy,Runtime Error,3,3,reference1,True,True,True
104,Tree,Easy,Wrong Answer,1,1,reference1,False,False,False
105,Tree,Easy,Wrong Answer,3,3,reference1,True,True,True
106,Tree,Easy,Wrong Answer,1,1,reference1,False,False,False
107,Tree,Easy,Runtime Error,3,3,reference1,True,True,True
108,Tree,Easy,Wrong Answer,1,1,reference1,False,False,False
109,Tree,Easy,Wrong Answer,1,2,reference1,True,False,False
110,Tree,Easy,Wrong Answer,3,3,reference1,True,True,True
111,Tree,Easy,Wrong Answer,3,3,reference1,True,True,True
112,Tree,Easy,Wrong Answer,1,2,reference1,True,True,False
113,Tree,Easy,Wrong Answer,1,1,reference1,False,False,False
114,Tree,Easy,Wrong Answer,1,2,reference1,True,False,False
115,Tree,Easy,Wrong Answer,1,2,reference1,True,True,False
116,Tree,Easy,Wrong Answer,1,2,reference1,True,True,False
117,Tree,Easy,Wrong Answer,1,2,reference1,True,True,False
118,Tree,Easy,Wrong Answer,1,2,reference1,True,False,False
119,Tree,Easy,Runtime Error,1,1,reference1,False,False,False
120,Tree,Easy,Runtime Error,1,1,reference1,False,False,False
121,Tree,Medium,Wrong Answer,1,1,reference1,False,False,False
122,Tree,Medium,Wrong Answer,1,1,reference1,False,False,False
123,Tree,Medium,Runtime Error,1,1,reference1,False,False,False
124,Tree,Medium,Accepted,3,3,reference1,True,True,True
125,Tree,Medium,Wrong Answer,2,2,reference1,True,False,False
126,Tree,Medium,Runtime Error,2,2,reference1,True,False,False
127,Tree,Medium,Wrong Answer,1,2,reference1,True,True,False
128,Tree,Medium,Runtime Error,1,1,reference1,False,False,False
129,Tree,Medium,Runtime Error,1,1,reference1,False,False,False
130,Tree,Medium,Runtime Error,1,1,reference1,False,False,False
131,Tree,Medium,Wrong Answer,1,1,reference1,False,False,False
132,Tree,Medium,Runtime Error,1,1,reference1,False,False,False
133,Tree,Medium,Accepted,3,3,reference1,True,True,True
134,Tree,Medium,Runtime Error,1,1,reference1,False,False,False
135,Tree,Medium,Wrong Answer,1,2,reference1,True,True,False
136,Tree,Medium,Wrong Answer,1,1,reference1,False,False,False
137,Tree,Medium,Wrong Answer,1,1,reference1,False,False,False
138,Tree,Medium,Wrong Answer,1,1,reference1,False,False,False
139,Tree,Medium,Wrong Answer,2,2,reference1,True,True,True
140,Tree,Medium,Runtime Error,3,3,reference1,True,True,True
141,Tree,Hard,Wrong Answer,1,2,reference1,True,True,False
142,Tree,Hard,Wrong Answer,1,1,reference1,False,False,False
143,Tree,Hard,Wrong Answer,2,2,reference1,True,False,False
144,Tree,Hard,Wrong Answer,1,2,reference1,True,False,False
145,Tree,Hard,Wrong Answer,1,1,reference1,False,False,False
146,Tree,Hard,Wrong Answer,1,1,reference1,False,False,False
147,Tree,Hard,Runtime Error,1,1,reference1,False,False,False
148,Tree,Hard,Wrong Answer,1,2,reference1,True,False,False
149,Tree,Hard,Accepted,1,1,reference1,False,False,False
150,Tree,Hard,Accepted,1,1,reference1,False,False,False
151,Graph,Easy,Wrong Answer,1,1,reference1,False,False,False
152,Graph,Medium,Runtime Error,1,1,reference1,False,False,False
153,Graph,Medium,Accepted,1,1,reference1,False,False,False
154,Graph,Medium,Runtime Error,1,1,reference1,False,False,False
155,Graph,Medium,Runtime Error,1,1,reference1,False,False,False
156,Graph,Medium,Wrong Answer,1,1,reference1,False,False,False
157,Graph,Medium,Runtime Error,1,1,reference1,False,False,False
158,Graph,Medium,Accepted,1,1,reference1,False,False,False
159,Graph,Medium,Runtime Error,1,1,reference1,False,False,False
160,Graph,Medium,Runtime Error,1,1,reference1,False,False,False
161,Graph,Medium,Runtime Error,1,1,reference1,False,False,False
162,Graph,Medium,Wrong Answer,1,1,reference1,False,False,False
163,Graph,Medium,Runtime Error,1,1,reference1,False,False,False
164,Graph,Medium,Wrong Answer,2,2,reference1,True,True,False
165,Graph,Medium,Runtime Error,1,1,reference1,False,False,False
166,Graph,Medium,Runtime Error,1,1,reference1,False,False,False
167,Graph,Medium,Runtime Error,1,1,reference1,False,False,False
168,Graph,Medium,Runtime Error,1,1,reference1,False,False,False
169,Graph,Medium,Runtime Error,1,1,reference1,False,False,False
170,Graph,Hard,Accepted,1,1,reference1,False,False,False
171,Graph,Hard,Runtime Error,1,1,reference1,False,False,False
172,Graph,Hard,Accepted,3,3,reference1,True,True,False
173,Graph,Hard,Runtime Error,1,1,reference1,False,False,False
174,Graph,Hard,Runtime Error,1,1,reference1,False,False,False
175,Graph,Hard,Runtime Error,1,1,reference1,False,False,False
176,Graph,Hard,Wrong Answer,1,1,reference1,False,False,False
177,Graph,Hard,Runtime Error,1,1,reference1,False,False,False
178,Graph,Hard,Runtime Error,1,1,reference1,False,False,False
179,Graph,Hard,Runtime Error,1,1,reference1,False,False,False
